站点名称,街道地址,城市,州,邮编,站点状态代码,公共可达性分组,开放时间说明,二级充电桩数量,直流快充数量,充电网络,纬度,经度,最近确认日期,开放日期,连接器类型,访问代码,受限访问,EV价格说明
"CircleK - Broomfield, CO",425 W Highway 287,Broomfield,CO,80020,E,Public,24 hours daily,,3,CIRCLE_K,39.92166,-105.09124,2025-06-06,2025-03-19,J1772COMBO,public,false,
"CircleK - Broomfield, CO",425 W Highway 287,Broomfield,CO,80020,E,Public,24 hours daily,,1,CIRCLE_K,39.92166,-105.09124,2025-06-06,2025-03-19,CHADEMO,public,false,
CircleK - Aurora,298 S Potomac St,Aurora,CO,80012,E,Public,24 hours daily,,4,CIRCLE_K,39.71152,-104.8279,2025-08-12,2025-05-06,CHADEMO J1772COMBO,public,false,
Emerson Apartments,3444 South Emerson Street,Englewood,CO,80113,E,Public,24 hours daily,8,,Blink Network,39.65462846579728,-104.97664566114057,2026-07-08,2025-05-30,J1772,public,false,
Aspen School District,235 High School Road,Aspen,CO,81611,E,Public,24 hours daily,6,,Blink Network,39.1891667,-106.84777777777778,2026-07-08,2025-06-02,J1772,public,false,
DBG VISITOR 1 DBG 1,1014 Josephine St,Denver,CO,80206,E,Public,Mon: 9:00am-8:45pm; Tue: 9:00am-8:45pm; Wed: 9:00am-8:45pm; Thu: 9:00am-8:45pm; Fri: 9:00am-8:45pm; Sat: 9:00am-8:45pm; Sun: 9:00am-8:45pm,2,,ChargePoint Network,39.732034,-104.959696,2026-07-08,2025-06-05,J1772,public,false,
DBG VISITOR 2 DBG 2,1014 Josephine St,Denver,CO,80206,T,TEMPORARILY UNAVAILABLE (Public),Mon: 9:00am-8:45pm; Tue: 9:00am-8:45pm; Wed: 9:00am-8:45pm; Thu: 9:00am-8:45pm; Fri: 9:00am-8:45pm; Sat: 9:00am-8:45pm; Sun: 9:00am-8:45pm,2,,ChargePoint Network,39.732004,-104.959711,2026-07-08,2025-06-05,J1772,public,false,
Dutch Bros,4725 Weitzel Street,Timnath,CO,80547,E,Public,24 hours daily,1,,Blink Network,40.52135910785363,-104.99089831860424,2026-07-08,2025-06-06,J1772,public,false,
LAKEWOOD FORD CP6000-1,11595 West 6th Avenue,Lakewood,CO,80215,E,Public,24 hours daily,2,,ChargePoint Network,39.726803,-105.127503,2026-07-08,2025-06-07,J1772,public,false,
LAKEWOOD FORD CP6000-2,11595 West 6th Avenue,Lakewood,CO,80215,E,Public,24 hours daily,2,,ChargePoint Network,39.726861,-105.12751,2026-07-08,2025-06-07,J1772,public,false,
LAKEWOOD FORD CP6000-3,11595 West 6th Avenue,Lakewood,CO,80215,E,Public,24 hours daily,2,,ChargePoint Network,39.72689,-105.12752,2026-07-08,2025-06-07,J1772,public,false,
LAKEWOOD FORD PL2,11595 West 6th Avenue,Lakewood,CO,80215,E,Public,24 hours daily,,2,ChargePoint Network,39.72692,-105.127502,2026-07-08,2025-06-07,J1772COMBO,public,false,
LAKEWOOD FORD PL1,11595 West 6th Avenue,Lakewood,CO,80215,E,Public,24 hours daily,,2,ChargePoint Network,39.726714,-105.127503,2026-07-08,2025-06-07,J1772COMBO,public,false,
"Cortez, CO - Tesla Supercharger",1510 E Main St,Cortez,CO,81321,E,Public,24 hours daily. Open to all vehicles.,,8,Tesla,37.349684,-108.566253,2026-06-18,2025-05-30,J1772COMBO TESLA,public,false,
BAYER SQUARE BAYER SQUARE,395 S Bannock St,Denver,CO,80223,E,Public,24 hours daily,2,,ChargePoint Network,39.709614,-104.990591,2026-07-08,2025-06-10,J1772,public,false,
CAVA STAPLETON CAVA STAPLETON1,8969 East 46th Avenue,Denver,CO,80238,E,Public,24 hours daily,1,,ChargePoint Network,39.780053,-104.884147,2026-07-08,2025-06-10,J1772,public,false,
CAVA STAPLETON CAVA STAPLETON2,8969 East 46th Avenue,Denver,CO,80238,E,Public,24 hours daily,2,,ChargePoint Network,39.780112,-104.884301,2026-07-08,2025-06-10,J1772,public,false,
1900 16th St. Mall Garage,1900 16th St.,Denver,CO,80202,E,Public,24 hours daily,8,,FLASH,39.75332735917207,-105.00392317771913,2026-07-08,2025-06-11,J1772,public,false,
UNIV. OF COLO UCTR 310,924 Broadway Lot 310,Boulder,CO,80305,E,Public,24 hours daily,2,,ChargePoint Network,40.004304,-105.268563,2026-07-08,2025-06-13,J1772,public,false,
UNIV. OF COLO UCLUB S,972 Broadway Lot 204,Boulder,CO,80309,E,Public,24 hours daily,2,,ChargePoint Network,40.005539,-105.270267,2026-07-08,2025-06-13,J1772,public,false,
The Grove Thornton MB.HPC,14384 Lincoln St,Thornton,CO,80023,E,Public,Open to all EV drivers,,10,MERCEDES_BENZ,39.9564063,-104.9837944,2026-07-08,2025-06-13,J1772COMBO TESLA,public,false,
DHA DHA SOL 3,2622 West 11th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.733579,-105.019719,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 6,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.733357,-105.021096,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 7,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.73321,-105.020974,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 4,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.73341,-105.021102,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 5,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.73327,-105.020419,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 8,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.733267,-105.020515,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 1,2699 West 10th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.733257,-105.020719,2026-07-08,2025-06-14,J1772,public,false,
DHA DHA SOL 2,2622 West 11th Avenue,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.733532,-105.019565,2026-07-08,2025-06-14,J1772,public,false,
UNIV. OF COLO UCLUB N,972 Broadway Lot 204,Boulder,CO,80309,E,Public,24 hours daily,2,,ChargePoint Network,40.005619,-105.270265,2026-07-08,2025-06-15,J1772,public,false,
"Grand Junction, CO - Mesa Mall",2424 US Highway 6,Grand Junction,CO,81505,E,Public,24 hours daily,2,,RIVIAN_WAYPOINTS,39.0906111,-108.6041876,2026-07-08,2024-08-12,J1772,public,false,
Jackson Lake State Park,26363 County Road 3,Orchard,CO,80649,E,Public,24 hours daily,2,,RIVIAN_WAYPOINTS,40.3911847,-104.0929857,2026-07-08,2024-07-17,J1772,public,false,
"Aurora, CO - Tesla Supercharger",2751 S Parker Rd,Denver,CO,80014,E,Public,24 hours daily. Open to all vehicles.,,16,Tesla,39.66665,-104.862573,2026-06-18,2025-06-06,J1772COMBO TESLA,public,false,
1505 N Lincoln Avenue,1505 N Lincoln Ave,Loveland,CO,80538,E,Public - Credit card at all times,24 hours daily,2,,LOOP,40.40847,-105.07343,2026-04-14,2023-11-16,J1772,public,false,$1 activation fee; $0.42 per kWh
1750 Rim Rock Drive,1750 Rim Rock Dr,Fruita,CO,81521,E,Public - Credit card at all times,24 hours daily,6,,LOOP,39.10015,-108.73537,2026-04-14,2024-10-09,J1772,public,false,$35 monthly service fee
725 Tech Ct,725 Tech Ct,Louisville,CO,80027,E,Public - Credit card at all times,24 hours daily,4,,LOOP,39.9593,-105.11779,2026-04-14,2024-11-12,J1772,public,false,$35 monthly service fee
AMLI Broadway Park,357 S Bannock St,Denver,CO,80223,E,Public - Credit card at all times,24 hours daily,20,,LOOP,39.7077,-104.99009,2026-03-12,2023-05-23,J1772,public,false,$1 activation fee; $0.25 per kWh
AMLI RiNo,3355 Denargo St,Denver,CO,80216,E,Public - Credit card at all times,24 hours daily,5,,LOOP,39.76423,-104.99133,2026-03-12,2023-01-26,J1772,public,false,$1 activation fee; $0.25 per kWh
AMLI Riverfront Green,1750 Little Raven St,Denver,CO,80202,E,Public - Credit card at all times,24 hours daily,14,,LOOP,39.757102,-105.003845,2026-03-12,2025-02-14,J1772,public,false,$1 activation fee; $0.35 per kWh
Arabell Lincoln Station,10346 Park Meadows Dr,Lone Tree,CO,80124,E,Public - Credit card at all times,24 hours daily,6,,LOOP,39.54252,-104.87177,2026-03-12,2024-08-13,J1772,public,false,$1 activation fee; $0.35 per kWh
Camden Belleview Station,6515 E Union Ave,Denver,CO,80237,E,Public - Credit card at all times,24 hours daily,8,,LOOP,39.628361,-104.910179,2026-03-12,2023-11-14,J1772,public,false,$1 activation fee; $0.35 per kWh
Eagle Ridge,5275 Hahns Peak Dr,Loveland,CO,80538,E,Public - Credit card at all times,24 hours daily,6,,LOOP,40.41282,-105.00294,2026-03-12,2023-08-23,J1772,public,false,$1 activation fee; $0.25 per kWh
Pearl Market & Wine,9196 57th Ave,Denver,CO,80239,E,Public - Credit card at all times,24 hours daily,3,,LOOP,39.799671,-104.882622,2026-03-12,2024-06-24,J1772,public,false,$1 activation fee; $0.40 per kWh
Camden Flatirons,120 Edgeview Dr,Broomfield,CO,80021,E,Public - Credit card at all times,24 hours daily,2,,LOOP,39.91666,-105.10203,2026-03-12,2023-10-31,J1772,public,false,$1 activation fee; $0.30 per kWh
UPPER S LOT 1 UPPER S LOT 1,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,2,,ChargePoint Network,39.663394,-105.205514,2026-07-08,2025-06-19,J1772,public,false,
UPPER S LOT 2 UPPER S LOT 2,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,2,,ChargePoint Network,39.663269,-105.205582,2026-07-08,2025-06-19,J1772,public,false,
CIRCLE LOT 1 CIRCLE LOT 1,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,2,,ChargePoint Network,39.666305,-105.207658,2026-07-08,2025-06-19,J1772,public,false,
CIRCLE LOT 2 CIRCLE LOT 2,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,1,,ChargePoint Network,39.666327,-105.207296,2026-07-08,2025-06-19,J1772,public,false,
UPPER N LOT 1 UPPER N LOT 1,18300 West Alameda Parkway,Morrison,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.667036,-105.207568,2026-07-08,2025-06-19,J1772,public,false,
UPPER N LOT 2 UPPER N LOT 2,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,1,,ChargePoint Network,39.667043,-105.207615,2026-07-08,2025-06-19,J1772,public,false,
UPPER N LOT 3 UPPER N LOT 3,18300 West Alameda Parkway,Morrison,CO,80465,E,Public,24 hours daily,2,,ChargePoint Network,39.667067,-105.207667,2026-07-08,2025-06-19,J1772,public,false,
Courtesy Motor Company.,7590 South Broadway,Littleton,CO,80122,E,Public,24 hours daily,2,1,Blink Network,39.57964500960507,-104.98755753507588,2026-07-08,2024-05-01,J1772 J1772COMBO,public,false,
CITY OF VICTOR W STANDARD UNIT,406 West Victor Avenue,Victor,CO,80860,E,Public,24 hours daily,2,,ChargePoint Network,38.71031,-105.142089,2026-07-08,2025-06-21,J1772,public,false,
CITY OF VICTOR E ADA UNIT,404 West Victor Avenue,Victor,CO,80860,E,Public,24 hours daily,2,,ChargePoint Network,38.710296,-105.142011,2026-07-08,2025-06-21,J1772,public,false,
Pilot Travel Center 1382,7044 County Rd 49,Hudson,CO,80642,E,Public,24 hours daily,,4,eVgo Network,40.1042226,-104.6024884,2026-07-07,2025-06-21,J1772COMBO,public,false,
Wymans Mercantile,2200 E Colfax Ave,Denver,CO,80206,E,Public,,,4,RED_E,39.73984896707,-104.960576639,2026-07-08,2025-05-27,J1772COMBO TESLA,public,false,
UCCS GATEWAY L1,1202 Austin Bluffs Pkwy,Colorado Springs,CO,80918,E,Public,24 hours daily,2,,ChargePoint Network,38.892517,-104.80281,2026-07-08,2025-06-25,J1772,public,false,
UCCS ENG 1,3763 Mountain Lion Way,Colorado Springs,CO,80918,E,Public,24 hours daily,2,,ChargePoint Network,38.893985,-104.800633,2026-07-08,2025-06-25,J1772,public,false,
Brandon CDJR,3550 Byrd Dr,Loveland,CO,80538,E,Public,24 hours daily,6,,EV Connect,40.426881,-104.995631,2026-07-07,2025-06-25,J1772,public,false,
Denver Metro Electric,2635 W 8th Ave,Denver,CO,80204,E,Public,24 hours daily,,2,EV Connect,39.729476,-105.02019,2026-07-07,2025-06-25,J1772COMBO TESLA,public,false,
Hampton Inn & Suites Boulder-North,6333 Lookout Rd,Boulder,CO,80301,E,Public,24 hours daily,6,,EV Connect,40.07246,-105.205771,2026-07-07,2025-06-25,J1772,public,false,
The Faricy Boys Automotive,931 US-50,Salida,CO,81201,E,Public,24 hours daily,6,4,EV Connect,38.52395,-105.99323,2026-07-07,2025-06-25,J1772 J1772COMBO,public,false,
The Faricy Boys Chrysler Jeep,4950 New Car Dr,Colorado Springs,CO,80923,E,Public,24 hours daily,4,2,EV Connect,38.938281,-104.736769,2026-07-07,2025-06-25,J1772 J1772COMBO,public,false,
The Faricy Boys Ford,2501 Fremont Dr,Canon City,CO,81212,E,Public,24 hours daily,8,4,EV Connect,38.44864,-105.2106,2026-07-07,2025-06-25,J1772 J1772COMBO,public,false,
TA PINION RIDGE STATION 5,1271 Drew Dix Parkway,Pueblo,CO,81008,E,Public,24 hours daily,2,,ChargePoint Network,38.344084,-104.624198,2026-07-08,2025-06-27,J1772,public,false,
TA PINION RIDGE STATION 2,1271 Drew Dix Parkway,Pueblo,CO,81008,E,Public,24 hours daily,2,,ChargePoint Network,38.343879,-104.623957,2026-07-08,2025-06-27,J1772,public,false,
TA PINION RIDGE STATION 4,1271 Drew Dix Parkway,Pueblo,CO,81008,E,Public,24 hours daily,2,,ChargePoint Network,38.343836,-104.623921,2026-07-08,2025-06-27,J1772,public,false,
TA PINION RIDGE STATION 1,1271 Drew Dix Parkway,Pueblo,CO,81008,E,Public,24 hours daily,2,,ChargePoint Network,38.343737,-104.623935,2026-07-08,2025-06-27,J1772,public,false,
TA PINION RIDGE STATION 3,1271 Drew Dix Parkway,Pueblo,CO,81008,E,Public,24 hours daily,2,,ChargePoint Network,38.3439,-104.624252,2026-07-08,2025-06-27,J1772,public,false,
Pilot Travel Center 592 - eXtend,2195 Hwy 6 And 50,Grand Junction,CO,81505,E,Public,24 hours daily,,4,eVgo Network,39.11254,-108.64817,2026-07-07,2025-06-28,J1772COMBO,public,false,
CORE SEDALIA FRANKTOWN_DC2,2050 North Highway 83,Franktown,CO,80116,E,Public,24 hours daily,,1,ChargePoint Network,39.391841,-104.752596,2026-07-08,2025-07-01,CHADEMO J1772COMBO,public,false,
CORE SEDALIA FRANKTOWN_DC1,2050 North Highway 83,Franktown,CO,80116,E,Public,24 hours daily,,1,ChargePoint Network,39.3919,-104.752598,2026-07-08,2025-07-01,CHADEMO J1772COMBO,public,false,
GARAGE I 1750 JACKSON 1,1750 Jackson Street,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.751374,-105.21629,2026-07-08,2025-07-01,J1772,public,false,
GARAGE I STATION4,1400 Maple Street,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.751152,-105.224941,2026-07-08,2025-07-01,J1772,public,false,
Camry Parking Lot - EV Only,907 Chopper Cir.,Denver,CO,80204,E,Public,24 hours daily,60,,FLASH,39.747154,-105.00829,2026-07-08,2025-07-02,J1772,public,false,
GOLDEN STATIONS COMMUNITY CNTR,1470 10th St,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.755005,-105.23012,2026-07-08,2025-07-03,J1772,public,false,
CHRGWESTCLIFFE LEVEL2 01,309 CO-69,Westcliffe,CO,81252,E,Public,24 hours daily,2,,ChargePoint Network,38.136596,-105.4664,2026-07-08,2025-07-03,J1772,public,false,
Flying J 621,2495 Williams Ave,Limon,CO,80828,E,Public,24 hours daily,,4,eVgo Network,39.275484,-103.708543,2026-07-07,2025-07-03,J1772COMBO,public,false,
"Lakewood, CO - West Alaska Drive - Tesla Supercharger",7171 W Alaska Dr,Lakewood,CO,80226,E,Public,24 hours daily. Open to all vehicles.,,12,Tesla,39.709912,-105.075442,2026-06-18,2025-06-27,J1772COMBO TESLA,public,false,
PRBD Fleet,830 Main St,Pueblo,CO,81003,E,Private,Fleet use only,6,,ChargePoint Network,38.275028,-104.607993,2025-08-12,2025-04-24,J1772,private,,
BMW Denver Downtown,1040 S Colorado Blvd,Denver,CO,80246,E,Public,,,8,CHAEVI,39.697536,-104.939707,2026-07-08,2024-04-30,J1772COMBO TESLA,public,true,
GOLDEN STATIONS CLEARCREEK LOT1,304 10th St,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.76012,-105.21953,2026-07-08,2025-07-11,J1772,public,false,
Watermill Auto & Pet Wash,1340 S 96th St,Louisville,CO,80027,E,Private,Contact station for hours of availability,1,,AMPUP,39.9628995,-105.1273836,2025-08-12,2024-09-25,J1772,private,,
Autowash Highpoint,6552 Tower Rd,Denver,CO,80249,E,Private,Contact station for hours of availability,1,,AMPUP,39.815505,-104.771292,2025-08-12,2024-09-28,J1772,private,,
CLOVER BASIN ZIGGIS CLOVER,3730 Bramante Drive,Longmont,CO,80503,E,Public,24 hours daily,1,,ChargePoint Network,40.142725,-105.150396,2026-07-08,2025-07-16,J1772,public,false,
SureStay Plus - Montrose,1655 E Main St,Montrose,CO,81401,E,Public,24 hours daily,,4,FCN,38.4886544,-107.862285,2026-07-08,2025-07-16,J1772COMBO,public,false,
MHP OVERLOOK B1,595 West 91st Avenue,Thornton,CO,80260,E,Public,24 hours daily,2,,ChargePoint Network,39.861806,-104.993289,2026-07-08,2025-07-17,J1772,public,false,
MHP OVERLOOK A,595 West 91st Avenue,Thornton,CO,80260,E,Public,24 hours daily,2,,ChargePoint Network,39.861721,-104.993583,2026-07-08,2025-07-17,J1772,public,false,
MHP OVERLOOK B2,595 West 91st Avenue,Thornton,CO,80260,E,Public,24 hours daily,2,,ChargePoint Network,39.861961,-104.993131,2026-07-08,2025-07-17,J1772,public,false,
"Durango, CO",40 Turner Drive,Durango,CO,81303,E,Public,24 hours daily,,8,RIVIAN_ADVENTURE,37.238522,-107.8720592,2026-07-08,2025-07-19,J1772COMBO TESLA,public,false,
GOLDEN STATIONS CLEARCREEK LOT2,304 10th Street,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.760152,-105.218823,2026-07-08,2025-07-22,J1772,public,false,
O'Meara Ford,400 West 104Th Avenue,Northglenn,CO,80234,E,Public,24 hours daily,,4,EV Connect,39.8834,-104.991506,2026-07-07,2025-07-22,J1772COMBO,public,false,
DELTA LIBRARY 1 DELTA LIBRARY2,120 E 6th St,Delta,CO,81416,E,Public,24 hours daily,2,,ChargePoint Network,38.738975,-108.069931,2026-07-08,2025-07-24,J1772,public,false,
Castle Rock Ford,1404 S Wilcox St,Castle Rock,CO,80104,E,Public,Mon: 9:00am-7:00pm; Tue: 9:00am-7:00pm; Wed: 9:00am-7:00pm; Thu: 9:00am-7:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-7:00pm,,4,FORD_CHARGE,39.357333,-104.866477,2026-07-08,2024-06-21,J1772COMBO,public,false,
Lloyd King Center,6350 Sheridan Blvd,Arvada,CO,80003,E,Public,24 hours daily,,6,eVgo Network,39.8105589,-105.0530219,2026-07-07,2025-07-25,CHADEMO J1772COMBO,public,false,
Buckley Square,17000 E IIiff Ave,Aurora,CO,80013,E,Public,24 hours daily,,6,eVgo Network,39.672772,-104.790706,2026-07-07,2025-07-25,CHADEMO J1772COMBO,public,false,
Ralston Square Shopping Center,12350 W 64th Ave,Arvada,CO,80004,E,Public,24 hours daily,,6,eVgo Network,39.812373,-105.136323,2026-07-07,2025-07-25,CHADEMO J1772COMBO,public,false,
Littleton Square,100 W Littleton Blvd,Littleton,CO,80120,E,Public,24 hours daily,,4,eVgo Network,39.61241,-104.988404,2026-07-07,2025-07-25,CHADEMO J1772COMBO,public,false,
Albertsons Denver #2714,6220 E 14th Ave,Denver,CO,80220,E,Public,24 hours daily,,4,eVgo Network,39.738231,-104.91535,2026-07-08,2025-07-25,CHADEMO J1772COMBO,public,false,
Whole Foods Castle Rock (CSR),6384 Promenade Pkwy,Castle Rock,CO,80108,E,Public,24 hours daily,,6,eVgo Network,39.42251,-104.87838,2026-07-08,2025-07-25,CHADEMO J1772COMBO,public,false,
Whole Foods Tamarac,7400 E Hampden Ave,Denver,CO,80231,E,Public,24 hours daily,,4,eVgo Network,39.651556,-104.902229,2026-07-08,2025-07-25,CHADEMO J1772COMBO,public,false,
GJ BLACKOUT BLACKOUT 1,715 23 1/2 Rd,Grand Junction,CO,81505,E,Public,24 hours daily,2,,ChargePoint Network,39.10907,-108.617953,2026-07-08,2025-07-25,J1772,public,false,
GJ BLACKOUT BLACKOUT 2,715 23 1/2 Rd Station 2,Grand Junction,CO,81505,E,Public,24 hours daily,2,,ChargePoint Network,39.10906,-108.617953,2026-07-08,2025-07-25,J1772,public,false,
FasCharge 4622 Valero Longmont,902 Main Street,Longmont,CO,80501,E,Public,,,2,RED_E,40.1745645,-105.1021135,2026-07-08,2025-07-25,J1772COMBO,public,false,
"Lakewood, CO - South Wadsworth Boulevard - Tesla Supercharger",5395 S Wadsworth Blvd,Lakewood,CO,80123,E,Public,24 hours daily. NACS partner enabled.,,12,Tesla,39.618542,-105.092465,2026-06-18,2025-07-18,TESLA,public,false,
1101 STATIONS 1101 S3 CPF50,1101 Motor City Dr,Colorado Springs,CO,80905,E,Public,24 hours daily,1,,ChargePoint Network,38.819441,-104.835481,2026-07-08,2025-07-29,J1772,public,false,
1101 STATIONS 1101 S4 CPF50,1101 Motor City Dr,Colorado Springs,CO,80905,E,Public,24 hours daily,1,,ChargePoint Network,38.819446,-104.83537,2026-07-08,2025-07-29,J1772,public,false,
"Maybell, CO",241 Lowell St,Maybell,CO,81640,E,Public,24 hours daily,,4,JULE,40.51762,-108.08792,2025-08-12,2025-07-29,J1772COMBO TESLA,public,false,
CO XEO SEVERANCE 2,7 Timber Ridge Parkway,Severance,CO,80550,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,2,ChargePoint Network,40.52249,-104.861931,2026-07-08,2025-08-01,J1772COMBO,public,false,
CO XEO SEVERANCE 1,7 Timber Ridge Parkway,Severance,CO,80550,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,2,ChargePoint Network,40.522498,-104.861891,2026-07-08,2025-08-01,CHADEMO J1772COMBO,public,false,
AMPCAP KOHLS-GOLDEN,16700 W Colfax Ave,Golden,CO,80401,E,Public,24 hours daily,2,,ChargePoint Network,39.723119,-105.187569,2026-07-08,2025-08-02,J1772,public,false,
Galen - Aurora Campus - Healthpeak,1650 S Potomac Street,Aurora,CO,80012,E,Public,24 hours daily,8,,FLO,39.687097,-104.829784,2026-07-08,2025-08-05,J1772,public,false,
BOULDER CARPENTER PARK2,1505 30th St,Boulder,CO,80303,E,Public,24 hours daily,2,,ChargePoint Network,40.012454,-105.254819,2026-07-08,2025-08-07,J1772,public,false,
CDPHE BLDG B DC2,700 S Ash St,Denver,CO,80246,E,Public,"Mon: 12:00am-6:00am, 6:00pm-11:59pm; Tue: 12:00am-6:00am, 6:00pm-11:59pm; Wed: 12:00am-6:00am, 6:00pm-11:59pm; Thu: 12:00am-6:00am, 6:00pm-11:59pm; Fri: 12:00am-6:00am, 6:00pm-11:59pm; Sat: 12:15am-11:59pm; Sun: 12:15am-11:59pm",,1,ChargePoint Network,39.703963,-104.937612,2026-07-08,2025-08-08,CHADEMO J1772COMBO,public,false,
